timestamp,WOB_klbf,RPM,Torque_klbf_ft,ROP_ftph
2024-01-01 00:00:00,17.49080237694725,84.13453769348861,6.689350630721646,14.35488148157123
2024-01-01 00:01:00,29.01428612819832,122.50837052545184,7.785903390319586,6.193949174321887
2024-01-01 00:02:00,24.6398788362281,123.25080972880852,6.770104842767468,13.164594579040878
2024-01-01 00:03:00,21.973169683940732,130.9943921198565,5.887025337570556,31.236870243636147
2024-01-01 00:04:00,13.12037280884873,138.08730669781292,6.206358711006008,23.964104776662406
2024-01-01 00:05:00,13.119890406724053,158.06816635700278,9.607787680327258,45.17022699846387
2024-01-01 00:06:00,11.16167224336399,121.30402786409562,7.063337184057925,41.78496027822984
2024-01-01 00:07:00,27.323522915498703,105.83651783529967,8.642698610480755,20.38178082640442
2024-01-01 00:08:00,22.022300234864176,143.61489558149628,10.034172708548569,16.67405450440816
2024-01-01 00:09:00,24.16145155592091,101.66658010096594,11.903948286293653,22.08615836752701
2024-01-01 00:10:00,10.411689885916049,115.11771365645089,5.393121398410989,31.56327241316635
2024-01-01 00:11:00,29.398197043239886,86.27651050738127,12.994103989090426,17.062863837029433
2024-01-01 00:12:00,26.648852816008436,82.0280594732366,11.279003894909078,33.08670085321103
2024-01-01 00:13:00,14.246782213565524,157.011873174234,5.817590319488719,23.42352434860582
2024-01-01 00:14:00,13.636499344142013,146.87840964097649,13.735786241067773,29.84212313833911
2024-01-01 00:15:00,13.668090197068675,135.67793648749586,14.208724005318132,24.62569381108925
2024-01-01 00:16:00,16.084844859190753,112.71623555314159,5.610779598548637,18.250959179386296
2024-01-01 00:17:00,20.495128632644757,93.86354560566767,7.768776481472037,47.68039881329705
2024-01-01 00:18:00,18.638900372842315,92.51496341368689,13.062012797930613,39.36226073718924
2024-01-01 00:19:00,15.824582803960839,100.01943185316762,12.482596903836583,11.305092909490366
2024-01-01 00:20:00,22.237057894447588,123.93813317648963,6.845210193563773,44.081058915406075
2024-01-01 00:21:00,12.789877213040837,137.167673816005,7.093493233367103,26.934403921228114
2024-01-01 00:22:00,15.842892970704362,132.8157901374185,8.70472102791382,45.25485021023411
2024-01-01 00:23:00,17.327236865873836,102.39471175567543,9.845229851910213,40.99348651762919
2024-01-01 00:24:00,19.12139968434072,156.38922245305554,11.18254771530296,24.134607701115506
2024-01-01 00:25:00,25.703519227860273,139.03175333566148,8.689136395697723,6.011118874405283
2024-01-01 00:26:00,13.993475643167194,124.34832420091206,9.62534716133148,17.090481172322573
2024-01-01 00:27:00,20.284688768272233,128.93765969874818,12.474709381337565,29.373539659739013
2024-01-01 00:28:00,21.848291377240848,113.5680049942232,5.3668320289059785,33.50651989217663
2024-01-01 00:29:00,10.929008254399955,99.8184791600926,7.524369443440207,16.604945844494104
2024-01-01 00:30:00,22.150897038028766,108.47781429210093,12.133495858845524,11.271023333277085
2024-01-01 00:31:00,13.41048247374583,140.62768883714952,13.952068376871994,42.57186065596846
